   BENCHMARK INFORMATION
benchmark:          draft
date:               Wed, 2016-04-27 12:17:28 ART
tool:               CPAchecker 1.5-svn 1106192+
CPU cores used:     1
------------------------------------------------------------

   SYSTEM INFORMATION
host:               circulito
os:                 Linux 3.13.0-85-generic x86_64
cpu:                Intel Core i7-3770 CPU @ 3.40GHz
- cores:            8
- max frequency:    3901.0 MHz
ram:                16714.051584 MB
------------------------------------------------------------



generate-explicit.original
Run set 1 of 6: skipped 


generate-predicate.original
Run set 2 of 6: skipped 


produce-witnesses-unexplored-predicate-from-explicit.original
Run set 3 of 6 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.properties -setprop limits.time.cpu=900s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
systemc/kundu1_BUG.c              true                         17.16       17.17        None   15.646s    0.194s      None
systemc/kundu2_BUG.c              true                         16.56       16.57        None   15.001s    0.148s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.15        3.16        None    1.858s      None      None
systemc/mem_slave_tlm.2.c         true                         54.22       54.25        None   51.466s    0.330s      None
systemc/mem_slave_tlm.3.c         unknown                      61.65       61.70        None   60.413s    0.251s      None
systemc/mem_slave_tlm.4.c         unknown                      61.89       61.93        None   60.390s    0.267s      None
systemc/mem_slave_tlm.5.c         true                         22.08       22.11        None   20.498s    0.198s      None
systemc/pc_sfifo_1.c              ERROR                         2.37        2.38        None    1.394s      None      None
systemc/pc_sfifo_1_BUG.c          true                          3.59        3.60        None    2.540s    0.004s      None
systemc/pc_sfifo_2.c              ERROR                         2.48        2.50        None    1.439s      None      None
systemc/pc_sfifo_2_BUG.c          true                          3.67        3.68        None    2.634s    0.002s      None
systemc/pc_sfifo_3.c              ERROR                         2.53        2.55        None    1.471s      None      None
systemc/pipeline.c                true                         45.62       45.66        None   44.442s    0.133s      None
systemc/pipeline_BUG.c            unknown                      61.55       61.59        None   60.402s    0.164s      None
systemc/token_ring.01.BUG.c       true                          6.76        6.77        None    5.477s    0.008s      None
systemc/token_ring.01.c           ERROR                         2.48        2.48        None    1.412s      None      None
systemc/token_ring.02.BUG.c       true                         10.02       10.03        None    8.566s    0.045s      None
systemc/token_ring.02.c           ERROR                         2.55        2.57        None    1.510s      None      None
systemc/token_ring.03.BUG.c       true                         11.84       11.86        None   10.505s    0.077s      None
systemc/token_ring.03.c           ERROR                         2.58        2.60        None    1.537s      None      None
systemc/token_ring.04.BUG.c       true                         12.80       12.80        None   11.715s    0.060s      None
systemc/token_ring.04.c           ERROR                         2.67        2.68        None    1.503s      None      None
systemc/token_ring.05.BUG.c       true                         16.28       16.29        None   15.138s    0.066s      None
systemc/token_ring.05.c           ERROR                         2.70        2.71        None    1.592s      None      None
systemc/token_ring.06.BUG.c       true                         24.09       24.11        None   22.928s    0.104s      None
systemc/token_ring.06.c           unknown                      61.81       61.83        None   60.417s    0.130s      None
systemc/token_ring.07.BUG.c       true                         30.60       30.61        None   29.451s    0.112s      None
systemc/token_ring.07.c           true                          8.55        8.56        None    7.407s    0.047s      None
systemc/token_ring.08.BUG.c       true                         56.93       56.95        None   55.695s    0.136s      None
systemc/token_ring.08.c           true                         24.62       24.64        None   23.128s    0.102s      None
systemc/token_ring.09.BUG.c       unknown                      61.76       61.78        None   60.401s    0.151s      None
systemc/token_ring.14.BUG.c       unknown                      61.83       61.85        None   60.425s    0.144s      None
systemc/toy.c                     ERROR                         2.60        2.61        None    1.517s      None      None
systemc/toy1_BUG.c                true                         52.92       52.95        None   51.569s    0.114s      None
systemc/toy2_BUG.c                true                         19.59       19.61        None   18.274s    0.128s      None
systemc/transmitter.01.BUG.c      true                          4.90        4.91        None    3.886s    0.034s      None
systemc/transmitter.02.BUG.c      true                          5.86        5.87        None    4.814s    0.038s      None
systemc/transmitter.03.BUG.c      true                          7.67        7.68        None    6.192s    0.027s      None
systemc/transmitter.04.BUG.c      true                          8.50        8.51        None    7.331s    0.045s      None
systemc/transmitter.05.BUG.c      true                          9.18        9.19        None    8.013s    0.066s      None
systemc/transmitter.06.BUG.c      true                         11.50       11.52        None    9.739s    0.141s      None
systemc/transmitter.07.BUG.c      true                         12.95       12.97        None   11.566s    0.118s      None
systemc/transmitter.08.BUG.c      true                         12.94       12.97        None   11.184s    0.160s      None
systemc/transmitter.09.BUG.c      true                         16.30       16.31        None   13.778s    0.108s      None
systemc/transmitter.10.BUG.c      true                         17.49       17.51        None   16.059s    0.142s      None
systemc/transmitter.11.BUG.c      true                         20.07       20.09        None   18.466s    0.195s      None
systemc/transmitter.12.BUG.c      true                         20.51       20.53        None   18.844s    0.195s      None
systemc/transmitter.15.BUG.c      true                          7.59        7.61        None    6.442s    0.029s      None
systemc/transmitter.16.BUG.c      true                          7.73        7.74        None    6.623s    0.020s      None
drivers64/drbd.BUG.c              true                         22.86       22.90        None   21.065s    0.010s      None
drivers64/farsync.BUG.c           unknown                      62.61       62.66        None   60.029s    0.326s      None
drivers64/gigaset.BUG.c           true                         45.74       45.76        None   44.236s    0.137s      None
drivers64/i915.c                  ERROR                        22.86       22.89        None   18.420s      None      None
drivers64/iowarrior.BUG.c         true                          8.37        8.39        None    7.339s    0.004s      None
drivers64/kbtab.c                 ERROR                         3.82        3.83        None    2.632s      None      None
drivers64/keyspan_remote.BUG.c    false(reach)                 67.60       67.78        None   58.728s    0.163s      None
drivers64/lirc_imon.BUG.c         true                         15.34       15.36        None   13.913s    0.164s      None
drivers64/loop.BUG.c              unknown                      63.53       63.57        None   60.385s    0.561s      None
drivers64/mISDN_core.BUG.c        true                         17.22       17.23        None   16.140s    0.020s      None
drivers64/pktcdvd.BUG.c           true                          9.08        9.10        None    8.123s    0.003s      None
drivers64/ppp_generic.BUG.c       true                         15.08       15.09        None   13.601s    0.012s      None
drivers64/pppox.c                 ERROR                         3.57        3.59        None    2.532s      None      None
drivers64/synclink_gt.BUG.c       true                         12.00       12.01        None   11.021s    0.001s      None
drivers64/ttusb_dec.BUG.c         false(reach)                 16.13       16.14        None   13.685s    0.018s      None
drivers64/usbcore.BUG.c           ERROR                        15.52       15.54        None   11.650s      None      None
drivers64/usbmouse.BUG.c          false(reach)                 33.93       33.97        None   30.010s    0.084s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 6                         done                       1438.28     1447.57           -


produce-witnesses-safe-explicit-from-explicit.original
Run set 7 of 12 with options '-heap 12000M -config test-configs/extend/explicitAnalysis.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton.swapped,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.50        2.51        None    1.451s      None      None
systemc/kundu.c                   ERROR                         2.52        2.53        None    1.483s      None      None
systemc/kundu1_BUG.c              false(reach)                  6.11        6.13        None    4.203s    0.010s      None
systemc/kundu2_BUG.c              true                          5.19        5.20        None    3.666s    0.005s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.29        3.30        None    1.886s      None      None
systemc/mem_slave_tlm.2.c         ERROR                         3.35        3.37        None    1.930s      None      None
systemc/mem_slave_tlm.3.c         ERROR                         3.30        3.30        None    1.894s      None      None
systemc/mem_slave_tlm.4.c         ERROR                         3.34        3.36        None    1.931s      None      None
systemc/mem_slave_tlm.5.c         ERROR                         3.31        3.33        None    1.905s      None      None
systemc/pc_sfifo_1.c              true                         12.97       12.99        None   10.638s    0.094s      None
systemc/pc_sfifo_1_BUG.c          true                         12.97       12.99        None   10.687s    0.090s      None
systemc/pc_sfifo_2.c              true                         14.95       14.97        None   12.336s    0.144s      None
systemc/pc_sfifo_2_BUG.c          true                         14.90       14.92        None   12.252s    0.165s      None
systemc/pc_sfifo_3.c              ERROR                         2.55        2.55        None    1.481s      None      None
systemc/pipeline.c                unknown                      65.69       65.72        None   60.254s    0.136s      None
systemc/pipeline_BUG.c            true                          8.05        8.05        None    6.732s    0.043s      None
systemc/token_ring.01.BUG.c       false(reach)                  5.09        5.10        None    3.501s    0.000s      None
systemc/token_ring.01.c           false(reach)                  4.94        4.95        None    3.403s    0.002s      None
systemc/token_ring.02.BUG.c       false(reach)                  6.20        6.20        None    4.421s    0.002s      None
systemc/token_ring.02.c           false(reach)                  7.87        7.90        None    5.500s    0.025s      None
systemc/token_ring.03.BUG.c       false(reach)                  6.43        6.45        None    4.662s    0.005s      None
systemc/token_ring.03.c           false(reach)                  9.90        9.92        None    7.063s    0.020s      None
systemc/token_ring.04.BUG.c       false(reach)                  7.14        7.16        None    5.389s    0.031s      None
systemc/token_ring.04.c           false(reach)                 15.32       15.34        None    9.986s    0.084s      None
systemc/token_ring.05.BUG.c       false(reach)                  7.51        7.52        None    5.894s    0.022s      None
systemc/token_ring.05.c           false(reach)                 22.36       22.40        None   14.416s    0.060s      None
systemc/token_ring.06.BUG.c       false(reach)                  8.49        8.53        None    6.309s    0.018s      None
systemc/token_ring.06.c           false(reach)                 34.34       34.45        None   20.845s    0.076s      None
systemc/token_ring.07.BUG.c       false(reach)                  8.77        8.78        None    6.702s    0.045s      None
systemc/token_ring.07.c           false(reach)                 52.04       52.19        None   31.254s    0.115s      None
systemc/token_ring.08.BUG.c       false(reach)                  9.33        9.35        None    7.184s    0.023s      None
systemc/token_ring.08.c           false(reach)                 98.80       98.87        None   59.836s    0.120s      None
systemc/token_ring.09.BUG.c       false(reach)                  9.51        9.99        None    7.722s    0.028s      None
systemc/token_ring.14.BUG.c       false(reach)                 17.25       17.27        None    9.832s    0.002s      None
systemc/toy.c                     ERROR (1)                    70.91       70.95        None      None      None      None
systemc/toy1_BUG.c                true                          5.31        5.32        None    3.778s    0.004s      None
systemc/toy2_BUG.c                true                          5.39        5.40        None    3.847s    0.003s      None
systemc/transmitter.01.BUG.c      false(reach)                  4.75        4.76        None    3.264s    0.010s      None
systemc/transmitter.02.BUG.c      false(reach)                  5.36        5.38        None    3.670s    0.007s      None
systemc/transmitter.03.BUG.c      false(reach)                  6.42        6.45        None    4.594s    0.002s      None
systemc/transmitter.04.BUG.c      false(reach)                  6.60        6.61        None    4.852s    0.009s      None
systemc/transmitter.05.BUG.c      false(reach)                  7.26        7.27        None    5.525s    0.007s      None
systemc/transmitter.06.BUG.c      false(reach)                  7.74        7.75        None    5.833s    0.023s      None
systemc/transmitter.07.BUG.c      false(reach)                  8.49        8.50        None    6.161s    0.011s      None
systemc/transmitter.08.BUG.c      false(reach)                  8.56        8.57        None    6.457s    0.015s      None
systemc/transmitter.09.BUG.c      false(reach)                  9.77        9.78        None    7.433s    0.038s      None
systemc/transmitter.10.BUG.c      false(reach)                  9.72        9.73        None    7.432s    0.025s      None
systemc/transmitter.11.BUG.c      false(reach)                 10.05       10.07        None    7.712s    0.048s      None
systemc/transmitter.12.BUG.c      false(reach)                 16.21       16.23        None    9.154s    0.005s      None
systemc/transmitter.15.BUG.c      false(reach)                 20.09       20.13        None   10.977s    0.011s      None
systemc/transmitter.16.BUG.c      false(reach)                 14.03       14.06        None    8.641s    0.014s      None
drivers64/drbd.BUG.c              unknown                      64.17       64.22        None   60.431s    0.026s      None
drivers64/farsync.BUG.c           unknown                      66.80       66.83        None   60.433s    0.148s      None
drivers64/gigaset.BUG.c           ERROR (1)                    70.52       70.55        None      None      None      None
drivers64/i915.c                  ERROR                        23.30       23.31        None   17.584s      None      None
drivers64/iowarrior.BUG.c         false(reach)                 11.13       11.15        None    8.782s    0.010s      None
drivers64/kbtab.c                 unknown                      63.59       63.62        None   60.380s    0.008s      None
drivers64/keyspan_remote.BUG.c    unknown                      63.38       63.42        None   60.427s    0.032s      None
drivers64/lirc_imon.BUG.c         unknown                      62.84       62.87        None   60.466s    0.012s      None
drivers64/loop.BUG.c              ERROR (1)                    70.87       70.90        None      None      None      None
drivers64/mISDN_core.BUG.c        false(reach)                 24.99       25.01        None   22.617s    0.031s      None
drivers64/pktcdvd.BUG.c           false(reach)                 42.00       42.03        None   31.967s    0.123s      None
drivers64/ppp_generic.BUG.c       unknown                      64.52       64.56        None   60.469s    0.070s      None
drivers64/pppox.c                 false(reach)                 16.02       16.03        None   13.377s    0.070s      None
drivers64/synclink_gt.BUG.c       ERROR                        64.79       64.84        None   63.914s      None      None
drivers64/ttusb_dec.BUG.c         ERROR (1)                    70.64       70.68        None      None      None      None
drivers64/usbcore.BUG.c           unknown                      64.38       64.40        None   60.392s    0.004s      None
drivers64/usbmouse.BUG.c          unknown                      63.01       63.04        None   60.417s    0.020s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 7                         done                       1620.28     1629.92           -


produce-witnesses-safe-explicit-from-predicate.original
Run set 8 of 12 with options '-heap 12000M -config test-configs/extend/explicitAnalysis.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.predicate.assumption_automaton.swapped,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.68        2.71        None    1.511s      None      None
systemc/kundu.c                   ERROR                         2.68        2.68        None    1.548s      None      None
systemc/kundu1_BUG.c              true                          8.45        8.47        None    6.945s    0.030s      None
systemc/kundu2_BUG.c              true                          8.23        8.25        None    6.432s    0.056s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.30        3.31        None    1.913s      None      None
systemc/mem_slave_tlm.2.c         true                         10.71       10.73        None    9.383s    0.089s      None
systemc/mem_slave_tlm.3.c         true                         10.50       10.51        None    9.214s    0.055s      None
systemc/mem_slave_tlm.4.c         true                         12.86       12.88        None   11.087s    0.094s      None
systemc/mem_slave_tlm.5.c         true                          8.05        8.06        None    6.808s    0.044s      None
systemc/pc_sfifo_1.c              ERROR                         2.52        2.53        None    1.394s      None      None
systemc/pc_sfifo_1_BUG.c          true                          3.42        3.49        None    2.484s    0.002s      None
systemc/pc_sfifo_2.c              ERROR                         2.46        2.47        None    1.416s      None      None
systemc/pc_sfifo_2_BUG.c          true                          3.73        3.75        None    2.604s    0.001s      None
systemc/pc_sfifo_3.c              ERROR                         2.50        2.51        None    1.467s      None      None
systemc/pipeline.c                true                         12.88       12.89        None   10.026s    0.088s      None
systemc/pipeline_BUG.c            true                         74.50       75.23        None   43.280s    0.329s      None
systemc/token_ring.01.BUG.c       true                          5.00        5.02        None    3.782s    0.005s      None
systemc/token_ring.01.c           ERROR                         2.47        2.48        None    1.431s      None      None
systemc/token_ring.02.BUG.c       true                          6.42        6.45        None    5.069s    0.023s      None
systemc/token_ring.02.c           ERROR                         2.57        2.59        None    1.458s      None      None
systemc/token_ring.03.BUG.c       true                          7.20        7.22        None    5.848s    0.025s      None
systemc/token_ring.03.c           ERROR                         2.78        2.79        None    1.643s      None      None
systemc/token_ring.04.BUG.c       true                          8.68        8.70        None    6.767s    0.091s      None
systemc/token_ring.04.c           ERROR                         2.74        2.76        None    1.591s      None      None
systemc/token_ring.05.BUG.c       true                         11.38       11.41        None    8.350s    0.073s      None
systemc/token_ring.05.c           ERROR                         2.82        2.83        None    1.630s      None      None
systemc/token_ring.06.BUG.c       true                         15.94       15.96        None   11.158s    0.116s      None
systemc/token_ring.06.c           unknown                      22.29       22.31        None   15.835s    0.151s      None
systemc/token_ring.07.BUG.c       true                         26.13       26.14        None   18.340s    0.156s      None
systemc/token_ring.07.c           true                          9.11        9.12        None    7.177s    0.077s      None
systemc/token_ring.08.BUG.c       true                         62.97       62.99        None   47.719s    0.216s      None
systemc/token_ring.08.c           true                         53.45       53.67        None   38.520s    0.205s      None
systemc/token_ring.09.BUG.c       unknown                      76.44       76.47        None   60.026s    0.179s      None
systemc/token_ring.14.BUG.c       unknown                      76.93       76.96        None   60.384s    0.169s      None
systemc/toy.c                     ERROR                         2.70        2.71        None    1.564s      None      None
systemc/toy1_BUG.c                true                          7.32        7.33        None    5.996s    0.022s      None
systemc/toy2_BUG.c                true                          7.55        7.56        None    6.154s    0.058s      None
systemc/transmitter.01.BUG.c      true                          4.34        4.35        None    3.276s    0.014s      None
systemc/transmitter.02.BUG.c      true                          5.77        5.79        None    4.369s    0.034s      None
systemc/transmitter.03.BUG.c      true                          6.80        6.81        None    5.485s    0.042s      None
systemc/transmitter.04.BUG.c      true                          8.32        8.34        None    6.458s    0.086s      None
systemc/transmitter.05.BUG.c      true                         10.57       10.59        None    7.734s    0.075s      None
systemc/transmitter.06.BUG.c      true                         14.71       14.73        None   10.289s    0.099s      None
systemc/transmitter.07.BUG.c      true                         23.01       23.12        None   15.264s    0.152s      None
systemc/transmitter.08.BUG.c      true                         51.14       51.21        None   33.145s    0.160s      None
systemc/transmitter.09.BUG.c      unknown                      82.04       82.06        None   60.128s    0.250s      None
systemc/transmitter.10.BUG.c      unknown                      76.28       76.29        None   60.374s    0.169s      None
systemc/transmitter.11.BUG.c      unknown                      76.59       76.62        None   60.384s    0.209s      None
systemc/transmitter.12.BUG.c      unknown                      74.73       74.76        None   60.372s    0.138s      None
systemc/transmitter.15.BUG.c      true                          7.24        7.25        None    5.864s    0.006s      None
systemc/transmitter.16.BUG.c      true                          7.37        7.38        None    5.954s    0.017s      None
drivers64/drbd.BUG.c              unknown                      67.09       67.12        None   60.390s    0.134s      None
drivers64/farsync.BUG.c           unknown                      67.75       67.78        None   60.390s    0.110s      None
drivers64/gigaset.BUG.c           unknown                      67.56       67.59        None   60.386s    0.126s      None
drivers64/i915.c                  ERROR                        23.45       23.47        None   17.877s      None      None
drivers64/iowarrior.BUG.c         true                          8.17        8.19        None    6.837s    0.028s      None
drivers64/kbtab.c                 ERROR                         3.97        3.99        None    2.729s      None      None
drivers64/keyspan_remote.BUG.c    unknown                      64.57       64.60        None   60.373s    0.050s      None
drivers64/lirc_imon.BUG.c         unknown                      66.62       66.67        None   60.392s    0.110s      None
drivers64/loop.BUG.c              unknown                      63.68       63.72        None   60.507s    0.012s      None
drivers64/mISDN_core.BUG.c        true                         18.59       18.61        None   17.226s    0.075s      None
drivers64/pktcdvd.BUG.c           true                         10.20       10.22        None    9.009s    0.005s      None
drivers64/ppp_generic.BUG.c       unknown                     105.08      105.15        None   60.008s    0.532s      None
drivers64/pppox.c                 ERROR                         3.88        3.90        None    2.659s      None      None
drivers64/synclink_gt.BUG.c       true                         13.65       13.67        None   11.519s    0.040s      None
drivers64/ttusb_dec.BUG.c         unknown                      67.96       68.02        None   60.397s    0.069s      None
drivers64/usbcore.BUG.c           ERROR                        15.29       15.32        None   11.442s      None      None
drivers64/usbmouse.BUG.c          unknown                      64.70       65.07        None   60.671s    0.040s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 8                         done                       1763.87     1774.62           -


produce-witnesses-emptiness-predicate-from-explicit.original
Run set 9 of 12 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.emptiness.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-emptiness.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.53        2.55        None    1.440s      None      None
systemc/kundu.c                   ERROR                         2.46        2.47        None    1.457s      None      None
systemc/kundu1_BUG.c              false(reach)                  4.97        4.98        None    3.690s    0.002s      None
systemc/kundu2_BUG.c              false(reach)                  5.03        5.05        None    3.572s    0.003s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.39        3.40        None    2.047s      None      None
systemc/mem_slave_tlm.2.c         ERROR                         3.14        3.15        None    1.911s      None      None
systemc/mem_slave_tlm.3.c         ERROR                         3.15        3.17        None    1.866s      None      None
systemc/mem_slave_tlm.4.c         ERROR                         3.15        3.16        None    1.911s      None      None
systemc/mem_slave_tlm.5.c         ERROR                         3.25        3.27        None    1.952s      None      None
systemc/pc_sfifo_1.c              false(reach)                 10.19       10.20        None    8.359s    0.000s      None
systemc/pc_sfifo_1_BUG.c          false(reach)                 10.57       10.59        None    8.488s    0.000s      None
systemc/pc_sfifo_2.c              false(reach)                 11.51       11.53        None    9.779s    0.003s      None
systemc/pc_sfifo_2_BUG.c          false(reach)                 11.19       11.21        None    9.903s    0.003s      None
systemc/pc_sfifo_3.c              ERROR                         2.64        2.66        None    1.568s      None      None
systemc/pipeline.c                unknown                      64.60       64.64        None   60.891s    0.238s      None
systemc/pipeline_BUG.c            false(reach)                  8.19        8.21        None    6.510s    0.006s      None
systemc/token_ring.01.BUG.c       false(reach)                  4.86        4.87        None    3.490s    0.005s      None
systemc/token_ring.01.c           true                          5.78        5.79        None    4.726s    0.026s      None
systemc/token_ring.02.BUG.c       false(reach)                  5.48        5.49        None    4.020s    0.001s      None
systemc/token_ring.02.c           true                          9.00        9.02        None    7.726s    0.070s      None
systemc/token_ring.03.BUG.c       false(reach)                  5.85        5.86        None    4.372s    0.000s      None
systemc/token_ring.03.c           true                         14.64       14.66        None   12.429s    0.130s      None
systemc/token_ring.04.BUG.c       false(reach)                  6.47        6.49        None    5.100s    0.001s      None
systemc/token_ring.04.c           true                         21.43       21.45        None   19.259s    0.242s      None
systemc/token_ring.05.BUG.c       false(reach)                  6.55        6.56        None    5.185s    0.001s      None
systemc/token_ring.05.c           true                         35.68       35.71        None   33.168s    0.323s      None
systemc/token_ring.06.BUG.c       false(reach)                  7.40        7.42        None    5.825s    0.001s      None
systemc/token_ring.06.c           unknown                      66.89       66.93        None   60.482s    0.550s      None
systemc/token_ring.07.BUG.c       false(reach)                  7.87        7.90        None    6.202s    0.003s      None
systemc/token_ring.07.c           unknown                      74.36       74.39        None   60.031s    0.523s      None
systemc/token_ring.08.BUG.c       false(reach)                  8.33        8.34        None    6.573s    0.006s      None
systemc/token_ring.08.c           unknown                      65.49       65.52        None   60.000s    0.322s      None
systemc/token_ring.09.BUG.c       false(reach)                  8.38        8.39        None    6.685s    0.002s      None
systemc/token_ring.14.BUG.c       false(reach)                  8.07        8.09        None    6.356s    0.010s      None
systemc/toy.c                     ERROR (1)                    70.89       70.92        None      None      None      None
systemc/toy1_BUG.c                false(reach)                  5.36        5.38        None    3.871s    0.003s      None
systemc/toy2_BUG.c                false(reach)                  5.04        5.06        None    3.601s    0.002s      None
systemc/transmitter.01.BUG.c      false(reach)                  4.48        4.49        None    3.146s    0.001s      None
systemc/transmitter.02.BUG.c      false(reach)                  5.17        5.18        None    3.762s    0.003s      None
systemc/transmitter.03.BUG.c      false(reach)                  5.67        5.68        None    4.003s    0.004s      None
systemc/transmitter.04.BUG.c      false(reach)                  5.91        5.92        None    4.473s    0.005s      None
systemc/transmitter.05.BUG.c      false(reach)                  6.54        6.56        None    5.090s    0.002s      None
systemc/transmitter.06.BUG.c      false(reach)                  7.11        7.13        None    5.515s    0.003s      None
systemc/transmitter.07.BUG.c      false(reach)                  7.44        7.46        None    5.788s    0.011s      None
systemc/transmitter.08.BUG.c      false(reach)                  8.05        8.07        None    6.325s    0.004s      None
systemc/transmitter.09.BUG.c      false(reach)                  8.84        8.86        None    6.889s    0.008s      None
systemc/transmitter.10.BUG.c      false(reach)                  9.15        9.16        None    7.137s    0.018s      None
systemc/transmitter.11.BUG.c      false(reach)                  9.22        9.24        None    7.389s    0.006s      None
systemc/transmitter.12.BUG.c      false(reach)                  7.99        8.00        None    6.148s    0.007s      None
systemc/transmitter.15.BUG.c      false(reach)                  8.45        8.47        None    6.281s    0.012s      None
systemc/transmitter.16.BUG.c      false(reach)                  8.50        8.53        None    6.673s    0.005s      None
drivers64/drbd.BUG.c              false(reach)                 28.27       28.30        None   25.841s    0.000s      None
drivers64/farsync.BUG.c           false(reach)                 47.20       47.23        None   45.093s    0.003s      None
drivers64/gigaset.BUG.c           ERROR (1)                    70.64       70.68        None      None      None      None
drivers64/i915.c                  ERROR                        24.72       24.74        None   20.142s      None      None
drivers64/iowarrior.BUG.c         false(reach)                  8.68        8.70        None    7.118s    0.000s      None
drivers64/kbtab.c                 false(reach)                 11.36       11.38        None    9.107s    0.000s      None
drivers64/keyspan_remote.BUG.c    false(reach)                 13.46       13.76        None   11.692s    0.000s      None
drivers64/lirc_imon.BUG.c         false(reach)                 30.35       30.39        None   27.832s    0.000s      None
drivers64/loop.BUG.c              ERROR (1)                    70.45       70.49        None      None      None      None
drivers64/mISDN_core.BUG.c        false(reach)                 20.82       20.84        None   18.578s    0.000s      None
drivers64/pktcdvd.BUG.c           false(reach)                 28.02       28.06        None   25.203s    0.000s      None
drivers64/ppp_generic.BUG.c       false(reach)                 49.78       49.82        None   47.778s    0.000s      None
drivers64/pppox.c                 false(reach)                 11.10       11.13        None    9.770s    0.000s      None
drivers64/synclink_gt.BUG.c       ERROR                        63.79       63.85        None   60.546s      None      None
drivers64/ttusb_dec.BUG.c         ERROR (1)                    70.94       70.99        None      None      None      None
drivers64/usbcore.BUG.c           false(reach)                 26.07       26.08        None   23.423s    0.001s      None
drivers64/usbmouse.BUG.c          false(reach)                 12.23       12.25        None   10.140s    0.000s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 9                         done                       1284.51     1293.78           -


produce-witnesses-emptiness-predicate-from-predicate.original
Run set 10 of 12 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.emptiness.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.predicate.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-emptiness.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.48        2.49        None    1.466s      None      None
systemc/kundu.c                   ERROR                         2.52        2.52        None    1.472s      None      None
systemc/kundu1_BUG.c              false(reach)                 16.31       16.33        None   14.057s    0.125s      None
systemc/kundu2_BUG.c              false(reach)                  9.88        9.89        None    7.922s    0.042s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.05        3.06        None    1.865s      None      None
systemc/mem_slave_tlm.2.c         false(reach)                 22.58       22.60        None   19.072s    0.140s      None
systemc/mem_slave_tlm.3.c         false(reach)                 27.87       27.89        None   24.256s    0.204s      None
systemc/mem_slave_tlm.4.c         false(reach)                 27.47       27.50        None   24.338s    0.259s      None
systemc/mem_slave_tlm.5.c         false(reach)                 11.61       11.63        None    9.829s    0.035s      None
systemc/pc_sfifo_1.c              ERROR                         2.39        2.39        None    1.410s      None      None
systemc/pc_sfifo_1_BUG.c          false(reach)                  5.13        5.15        None    3.827s    0.008s      None
systemc/pc_sfifo_2.c              ERROR                         2.41        2.42        None    1.415s      None      None
systemc/pc_sfifo_2_BUG.c          false(reach)                  5.70        5.72        None    4.387s    0.002s      None
systemc/pc_sfifo_3.c              ERROR                         2.52        2.53        None    1.505s      None      None
